r_index,g_r,
3192,1.01088365576545,0.00505441827882723
3193,1.0102507657163,0.00505125382858151
3194,1.04659041380298,0.0052329520690149
3195,0.991933469907433,0.00495966734953716
3196,1.08504749636389,0.00542523748181944
3197,1.04178908817708,0.0052089454408854
3198,1.06666985957949,0.00533334929789743
3199,1.04048725876572,0.00520243629382861
3200,0.99450375445567,0.00497251877227835
3201,0.931588034254305,0.00465794017127153
3202,1.09230541386418,0.00546152706932091
3203,0.986986178516516,0.00493493089258258
3204,0.91006091498546,0.0045503045749273
3205,0.951860979312028,0.00475930489656014
3206,0.90328067160278,0.0045164033580139
3207,0.959137467861723,0.00479568733930861
3208,0.96981671994473,0.00484908359972365
3209,0.963577610102468,0.00481788805051234
3210,1.01929200612269,0.00509646003061347
3211,0.920168449664391,0.00460084224832196
3212,0.911159102077417,0.00455579551038709
3213,0.781310588306507,0.00390655294153254
3214,0.926878149716637,0.00463439074858318
3215,0.917880896914134,0.00458940448457067
3216,0.79107497348287,0.00395537486741435
3217,0.871884522709975,0.00435942261354987
3218,0.876946386726607,0.00438473193363303
3219,0.980001995009661,0.0049000099750483
3220,0.747137389358003,0.00373568694679002
3221,0.704725728844513,0.00352362864422256
3222,0.740620828820625,0.00370310414410312
3223,0.826746383133131,0.00413373191566565
3224,0.870895035562945,0.00435447517781472
3225,0.848038396803341,0.0042401919840167
3226,0.853088631591736,0.00426544315795868
3227,0.816340281937928,0.00408170140968964
3228,0.854816594056498,0.00427408297028249
3229,0.784720001748974,0.00392360000874487
3230,0.706367093871187,0.00353183546935594
3231,0.758735844519817,0.00379367922259908
3232,0.652720288210463,0.00326360144105232
3233,0.854951235390823,0.00427475617695412
3234,0.85442275372495,0.00427211376862475
3235,0.742999338296732,0.00371499669148366
3236,0.72037495921694,0.0036018747960847
3237,0.703316306346903,0.00351658153173451
3238,0.672442317779042,0.00336221158889521
3239,0.680323927244407,0.00340161963622203
3240,0.638446597292842,0.00319223298646421
3241,0.709868264799369,0.00354934132399684
3242,0.637659363585583,0.00318829681792791
3243,0.700717049045322,0.00350358524522661
3244,0.636873585023624,0.00318436792511812
3245,0.666789870792226,0.00333394935396113
3246,0.663625589539007,0.00331812794769503
3247,0.616434072960893,0.00308217036480446
3248,0.588552229905583,0.00294276114952792
3249,0.610178514578641,0.0030508925728932
3250,0.585081442260759,0.00292540721130379
3251,0.603937873980906,0.00301968936990453
3252,0.603566619725665,0.00301783309862832
3253,0.605937506364134,0.00302968753182067
3254,0.619265823028974,0.00309632911514487
3255,0.561378437571128,0.00280689218785564
3256,0.569244019596305,0.00284622009798153
3257,0.566159559048719,0.00283079779524359
3258,0.56307877650441,0.00281539388252205
3259,0.488977065276238,0.00244488532638119
3260,0.518707660843014,0.00259353830421507
3261,0.572957013789288,0.00286478506894644
3262,0.545338936578657,0.00272669468289328
3263,0.515029568135923,0.00257514784067961
3264,0.590968076634036,0.00295484038317018
3265,0.468130292398981,0.00234065146199491
3266,0.437923514965889,0.00218961757482944
3267,0.570855063813308,0.00285427531906654
3268,0.497155109707637,0.00248577554853818
3269,0.496851085798092,0.00248425542899046
3270,0.561668303394019,0.00280834151697009
3271,0.51522588012756,0.0025761294006378
3272,0.493230627075105,0.00246615313537552
3273,0.490220968405307,0.00245110484202653
3274,0.484508143714678,0.00242254071857339
3275,0.470686910411171,0.00235343455205585
3276,0.443365222497677,0.00221682611248838
3277,0.521446875329873,0.00260723437664936
3278,0.45092498203124,0.0022546249101562
3279,0.499223131091124,0.00249611565545562
3280,0.426103680062218,0.00213051840031109
3281,0.460881860925939,0.0023044093046297
3282,0.48214972607201,0.00241074863036005
3283,0.438785195682374,0.00219392597841187
3284,0.427756911465234,0.00213878455732617
3285,0.449005862837912,0.00224502931418956
3286,0.405740348568722,0.00202870174284361
3287,0.416235137331741,0.0020811756866587
3288,0.415982068398643,0.00207991034199322
3289,0.437186222718479,0.0021859311135924
3290,0.377949701696822,0.00188974850848411
3291,0.439334039701096,0.00219667019850548
3292,0.390876943106112,0.00195438471553056
3293,0.390639652510209,0.00195319826255105
3294,0.382380607148253,0.00191190303574127
3295,0.390165719096134,0.00195082859548067
3296,0.36322160481207,0.00181610802406035
3297,0.36033224268107,0.00180166121340535
3298,0.333438728162343,0.00166719364081172
3299,0.365227395475002,0.00182613697737501
3300,0.357013310795015,0.00178506655397507
3301,0.364785097731159,0.0018239254886558
3302,0.356581091330038,0.00178290545665019
3303,0.38030025709205,0.00190150128546025
3304,0.372096655827783,0.00186048327913891
3305,0.332028201810268,0.00166014100905134
3306,0.299971995728954,0.00149985997864477
3307,0.352850955684189,0.00176425477842094
3308,0.33142642902625,0.00165713214513125
3309,0.333876011228534,0.00166938005614267
3310,0.354860038800793,0.00177430019400397
3311,0.317593239123501,0.00158796619561751
3312,0.338561645429326,0.00169280822714663
3313,0.364791522498227,0.00182395761249113
3314,0.272107691608564,0.00136053845804282
3315,0.293065431205942,0.00146532715602971
3316,0.35357741320371,0.00176788706601855
3317,0.290075186819431,0.00145037593409715
3318,0.31625499972448,0.0015812749986224
3319,0.2923596748547,0.0014617983742735
3320,0.313241914044909,0.00156620957022455
3321,0.28411565090283,0.00142057825451415
3322,0.283944677143558,0.00141972338571779
3323,0.257498500477898,0.00128749250238949
3324,0.270473414874068,0.00135236707437034
3325,0.223072017323933,0.00111536008661966
3326,0.275393925240414,0.00137696962620207
3327,0.251637439038515,0.00125818719519258
3328,0.28292206809236,0.0014146103404618
3329,0.222536430440722,0.00111268215220361
3330,0.196237795683559,0.000981188978417795
3331,0.266723232049448,0.00133361616024724
3332,0.271789935646786,0.00135894967823393
3333,0.235061756606233,0.00117530878303117
3334,0.258412892286971,0.00129206446143485
3335,0.198258660303109,0.000991293301515546
3336,0.218996680314581,0.00109498340157291
3337,0.198021153693334,0.000990105768466671
3338,0.257794124733367,0.00128897062366683
3339,0.252434936060465,0.00126217468030232
3340,0.241880387737547,0.00120940193868774
3341,0.223540500498909,0.00111770250249454
3342,0.215613524128558,0.00107806762064279
3343,0.205099788533731,0.00102549894266866
3344,0.197193232798446,0.000985966163992229
3345,0.259309713645525,0.00129654856822762
3346,0.207323829009751,0.00103661914504875
3347,0.209789998122371,0.00104894999061186
3348,0.157895662120801,0.000789478310604003
3349,0.168149043574141,0.000840745217870707
3350,0.23526818142405,0.00117634090712025
3351,0.229960182991488,0.00114980091495744
3352,0.160101441241113,0.000800507206205563
3353,0.188394145414008,0.000941970727070042
3354,0.206336280171135,0.00103168140085567
3355,0.195902666244919,0.000979513331224594
3356,0.164872396370988,0.000824361981854941
3357,0.172498005501794,0.000862490027508972
3358,0.185260634691792,0.000926303173458962
3359,0.141434315698443,0.000707171578492214
3360,0.177330208473313,0.000886651042366566
3361,0.202909477209248,0.00101454738604624
3362,0.151449880798609,0.000757249403993046
3363,0.151359852635463,0.000756799263177315
3364,0.141014317962342,0.00070507158981171
3365,0.146055289950771,0.000730276449753853
3366,0.156211952635389,0.000781059763176946
3367,0.143322547901701,0.000716612739508506
3368,0.145795289486156,0.000728976447430778
3369,0.140596188265208,0.000702980941326039
3370,0.173724898455636,0.00086862449227818
3371,0.196601239739379,0.000983006198696894
3372,0.135242704227825,0.000676213521139124
3373,0.137712785294655,0.000688563926473274
3374,0.173313350128839,0.000866566750644193
3375,0.152832963132038,0.000764164815660189
3376,0.109465431450937,0.000547327157254687
3377,0.145019440098547,0.000725097200492737
3378,0.152561702194873,0.000762808510974365
3379,0.134683107411226,0.000673415537056129
3380,0.129524073198556,0.000647620365992778
3381,0.159905720942932,0.000799528604714662
3382,0.136981028615891,0.000684905143079456
3383,0.157181576230158,0.000785907881150792
3384,0.116549695839246,0.00058274847919623
3385,0.131674020052745,0.000658370100263725
3386,0.113881395232721,0.000569406976163606
3387,0.0986389549847508,0.000493194774923754
3388,0.133968714701906,0.000669843573509529
3389,0.123784806598284,0.000618924032991422
3390,0.108563424676466,0.00054281712338233
3391,0.136255088920463,0.000681275444602317
3392,0.103391966653387,0.000516959833266933
3393,0.126013474765888,0.000630067373829441
3394,0.120901680918441,0.000604508404592206
3395,0.113278583435952,0.000566392917179758
3396,0.0981169799519621,0.000490584899759811
3397,0.10057357806003,0.000502867890300152
3398,0.128155870750321,0.000640779353751604
3399,0.0878983796285308,0.000439491898142654
3400,0.0978863200729814,0.000489431600364907
3401,0.0877950609426257,0.000438975304713128
3402,0.107799120161226,0.000538995600806131
3403,0.102724825627382,0.000513624128136911
3404,0.0801283877864087,0.000400641938932043
3405,0.122624557049866,0.000613122785249332
3406,0.107546144900414,0.00053773072450207
3407,0.0974846178787485,0.000487423089393743
3408,0.0749441798201924,0.000374720899100962
3409,0.0674102076611387,0.000337051038305694
3410,0.0898275843562653,0.000449137921781327
3411,0.0872811898720515,0.000436405949360257
3412,0.082245476702373,0.000411227383511865
3413,0.0722339930710908,0.000361169965355454
3414,0.0871279081398118,0.000435639540699059
3415,0.0746373462433452,0.000373186731216726
3416,0.0895124000927024,0.000447562000463512
3417,0.0745500255766536,0.000372750127883268
3418,0.0670557804270397,0.000335278902135199
3419,0.0744628580593161,0.000372314290296581
3420,0.0744193316197612,0.000372096658098806
3421,0.0743758433334027,0.000371879216667014
3422,0.0916766182253173,0.000458383091126586
3423,0.0594311848336226,0.000297155924168113
3424,0.0717707533831163,0.000358853766915581
3425,0.0618352256911243,0.000309176128455622
3426,0.0395514520755216,0.000197757260377608
3427,0.0667041411065035,0.000333520705532517
3428,0.0543198259134881,0.000271599129567441
3429,0.049352870147925,0.000246764350739625
3430,0.0542565160984542,0.000271282580492271
3431,0.0838021223366711,0.000419010611683356
3432,0.0714366450051261,0.000357183225025631
3433,0.0640093511936309,0.000320046755968155
3434,0.0590511578857076,0.000295255789428538
3435,0.0663938897078667,0.000331969448539334
3436,0.0761856695048596,0.000380928347524298
3437,0.0564919739468492,0.000282459869734246
3438,0.0368211684796227,0.000184105842398113
3439,0.0662395750831942,0.000331197875415971
3440,0.0539416211388419,0.00026970810569421
3441,0.0612616846670833,0.000306308423335417
3442,0.0636751477554015,0.000318375738777008
3443,0.0611905535442941,0.000305952767721471
3444,0.0538164302993679,0.00026908215149684
3445,0.0635643280848741,0.00031782164042437
3446,0.0635274524783491,0.000317637262391746
3447,0.0415130904682987,0.000207565452341494
3448,0.0561322054517314,0.000280661027258657
3449,0.0585387858352437,0.000292693929176219
3450,0.0438786487920753,0.000219393243960377
3451,0.0609072643249244,0.000304536321624622
3452,0.0535673525645366,0.000267836762822683
3453,0.0389355196213229,0.000194677598106614
3454,0.0413450457465595,0.000206725228732798
3455,0.0315985055765671,0.000157992527882836
3456,0.0461557168786215,0.000230778584393108
3457,0.0534125560768431,0.000267062780384216
3458,0.0558081171828837,0.000279040585914419
3459,0.04850075027593,0.00024250375137965
3460,0.0387781818475468,0.000193890909237734
3461,0.0387557828982104,0.000193778914491052
3462,0.0484167541878776,0.000242083770939388
3463,0.0459693637779381,0.000229846818889691
3464,0.0411067462672759,0.00020553373133638
3465,0.0579995713369566,0.000289997856684783
3466,0.016906784442375,8.4533922211875E-05
3467,0.0410356580898836,0.000205178290449418
3468,0.038599532240686,0.00019299766120343
3469,0.036166207385037,0.000180831036925185
3470,0.0385550627371874,0.000192775313685937
3471,0.0409411603478606,0.000204705801739303
3472,0.036103753160305,0.000180518765801525
3473,0.0457050966405227,0.000228525483202613
3474,0.0312539125968354,0.000156269562984177
3475,0.0384442246092769,0.000192221123046385
3476,0.0384221143439632,0.000192110571719816
3477,0.0384000231474417,0.000192000115737209
3478,0.0239862193736196,0.000119931096868098
3479,0.0407531414901923,0.000203765707450962
3480,0.0239586648447349,0.000119793324223675
3481,0.0263393959202862,0.000131696979601431
3482,0.0287173893229313,0.000143586946614657
3483,0.0215256797930028,0.000107628398965014
3484,0.0191229584302744,9.5614792151372E-05
3485,0.0382239774278376,0.000191119887139188
3486,0.0238762855423476,0.000119381427711738
3487,0.0286351163689986,0.000143175581844993
3488,0.0357733802615198,0.000178866901307599
3489,0.0238352551294046,0.000119176275647023
3490,0.0309680823736348,0.000154840411868174
3491,0.0142847761501823,7.14238807509115E-05
3492,0.0214148973503422,0.000107074486751711
3493,0.0190245697834876,9.5122848917438E-05
3494,0.0332739480600593,0.000166369740300297
3495,0.0213781598634378,0.000106890799317189
3496,0.0118699639112892,5.9349819556446E-05
3497,0.0284716276001539,0.00014235813800077
3498,0.0189702371829692,9.4851185914846E-05
3499,0.0236992482450336,0.000118496241225168
3500,0.0260542827810675,0.000130271413905338
3501,0.0236721865878111,0.000118360932939056
3502,0.021292805823995,0.000106464029119975
3503,0.0212806541302353,0.000106403270651177
3504,0.0236316809287455,0.000118158404643728
3505,0.0283418425720518,0.000141709212860259
3506,0.0236047348865478,0.000118023674432739
3507,0.0377460466321854,0.000188730233160927
3508,0.0188622679247646,9.4311339623823E-05
3509,0.0070693206467884,3.5346603233942E-05
3510,0.0235509808820455,0.000117754904410227
3511,0.0258913281782528,0.000129456640891264
3512,0.0141145036261149,7.05725181305745E-05
3513,0.0329151001006403,0.000164575500503202
3514,0.011748705143033,5.8743525715165E-05
3515,0.004696809239376,2.348404619688E-05
3516,0.011735346752819,5.8676733764095E-05
3517,0.0117286760996909,5.86433804984545E-05
3518,0.0140664133591031,7.03320667955155E-05
3519,0.0281168444281051,0.000140584222140526
3520,0.018733917168981,9.3669585844905E-05
3521,0.0163828703959925,8.19143519799625E-05
3522,0.0280689791887844,0.000140344895943922
3523,0.01636427990626,0.0000818213995313
3524,0.0257007088256589,0.000128503544128295
3525,0.0233510300599534,0.000116755150299767
3526,0.0023337790638498,1.1668895319249E-05
3527,0.0186596499787679,9.32982498938395E-05
3528,0.018649076441664,9.324538220832E-05
3529,0.013978883916972,6.989441958486E-05
3530,0.0162994617725515,8.14973088627575E-05
3531,0.0139630572735569,6.98152863677845E-05
3532,0.0162810130340492,8.1405065170246E-05
3533,0.0232454291548333,0.000116227145774167
3534,0.0302019632570764,0.000151009816285382
3535,0.0185753126856574,9.2876563428287E-05
3536,0.0185648107422994,9.2824053711497E-05
3537,0.0162350279898326,8.1175139949163E-05
3538,0.0069539375837605,3.47696879188025E-05
3539,0.0185333582943382,9.2666791471691E-05
3540,0.0162075304173671,8.10376520868355E-05
3541,0.0138843257852608,6.9421628926304E-05
3542,0.0092509928543444,4.6254964271722E-05
3543,0.0161801026455201,8.09005132276005E-05
3544,0.0231013936076089,0.000115506968038045
3545,0.0138530195364029,6.92650976820145E-05
3546,0.0092301396789978,4.6150698394989E-05
3547,0.0115311717528295,5.76558587641475E-05
3548,0.0138296092836581,6.91480464182905E-05
3549,0.0161254555604969,8.06272778024845E-05
3550,0.0069070177002823,3.45350885014115E-05
3551,0.0115052152686494,5.7526076343247E-05
3552,0.0160982357782158,8.0491178891079E-05
3553,0.0160891778316919,8.04458891584595E-05
3554,0.0206744496787667,0.000103372248393834
3555,0.0275504311857139,0.00013775215592857
3556,0.0091783141796106,4.5891570898053E-05
3557,0.0206396002122615,0.000103198001061308
3558,0.0091680014678634,4.5840007339317E-05
3559,0.0091628516286347,4.58142581431735E-05
3560,0.0160259857228278,8.0129928614139E-05
3561,0.0137288474386189,6.86442371930945E-05
3562,0.0114342851487727,5.71714257438635E-05
3563,0.0159990173040074,7.9995086520037E-05
3564,0.0068528755530332,3.4264377765166E-05
3565,0.0091320435194378,4.5660217597189E-05
3566,0.0205355788731766,0.000102677894365883
3567,0.0159631651756554,7.9815825878277E-05
3568,0.0205125698230242,0.000102562849115121
3569,0.0136673865311612,6.8336932655806E-05
3570,0.0227662215798758,0.000113831107899379
3571,0.0068260428958857,3.41302144794285E-05
3572,0.0181925934073396,9.0962967036698E-05
3573,0.0136368107319414,6.8184053659707E-05
3574,0.0159007132828921,7.95035664144605E-05
3575,0.0158918215099453,7.94591075497265E-05
3576,0.0249589013039328,0.000124794506519664
3577,0.0068031687106957,3.40158435534785E-05
3578,0.020398102580902,0.00010199051290451
3579,0.018121518741716,9.060759370858E-05
3580,0.0181113992284459,9.05569961422295E-05
3581,0.0067879830709863,3.39399153549315E-05
3582,0.0180911856148101,9.04559280740505E-05
3583,0.0045202728738848,2.2601364369424E-05
3584,0.0067766271832697,3.38831359163485E-05
3585,0.0158033125118134,7.9016562559067E-05
3586,0.0112817873592276,5.6408936796138E-05
3587,0.0157856994593929,7.89284972969645E-05
3588,0.0315538079460565,0.000157769039730283
3589,0.0202732917886651,0.000101366458943326
3590,0.0202620021930112,0.000101310010965056
3591,0.0157505615749955,7.87528078749775E-05
3592,0.0179906233547735,8.99531167738675E-05
3593,0.0112378832943943,5.61894164719715E-05
3594,0.0247095908667638,0.000123547954333819
3595,0.0269409272261784,0.000134704636130892
3596,0.0134629748217881,6.73148741089405E-05
3597,0.0089703281824984,4.4851640912492E-05
3598,0.0112066799683582,5.6033399841791E-05
3599,0.0156806368596576,7.8403184298288E-05
3600,0.0223884700330982,0.000111942350165491
3601,0.0111880203129816,5.5940101564908E-05
3602,0.0111818107833035,5.59090539165175E-05
3603,0.0156458489904825,7.82292449524125E-05
3604,0.0178710515562512,8.9355257781256E-05
3605,0.0290243542685959,0.00014512177134298
3606,0.026776858293053,0.000133884291465265
3607,0.0178413448681214,8.9206724340607E-05
3608,0.0111446619359386,5.5723309679693E-05
3609,0.0200492792336995,0.000100246396168498
3610,0.0200381762134313,0.000100190881067157
3611,0.0200270824136641,0.000100135412068321
3612,0.0244639973406782,0.000122319986703391
3613,0.0266732299130934,0.000133366149565467
3614,0.0266584749804961,0.000133292374902481
3615,0.0288640433115419,0.00014432021655771
3616,0.0221908348506688,0.000110954174253344
3617,0.0266142835666574,0.000133071417833287
3618,0.0044332629186075,2.21663145930375E-05
3619,0.0022154069701906,1.1077034850953E-05
3620,0.0088567339817086,4.4283669908543E-05
3621,0.0221296103389329,0.000110648051694665
3622,0.0331760937670575,0.000165880468835288
3623,0.0198946723143764,9.9473361571882E-05
3624,0.0331394957623775,0.000165697478811888
3625,0.0242888942747732,0.000121444471373866
3626,0.0198617749701653,9.93088748508265E-05
3627,0.024262122279811,0.000121310611399055
3628,0.0132265924789443,6.61329623947215E-05
3629,0.0242353945238886,0.000121176972619443
3630,0.0330300643706105,0.000165150321853052
3631,0.0264095028104618,0.000132047514052309
3632,0.0329937076707006,0.000164968538353503
3633,0.0263804414615643,0.000131902207307822
3634,0.0307602502343165,0.000153801251171583
3635,0.0153716663657069,7.68583318285345E-05
3636,0.0197527044735582,9.8763522367791E-05
3637,0.0307095395680079,0.00015354769784004
3638,0.0285003307427874,0.000142501653713937
3639,0.0284846733714346,0.000142423366857173
3640,0.0197093276994411,9.85466384972055E-05
3641,0.0218872287014592,0.000109436143507296
3642,0.0350003428866478,0.000175001714433239
3643,0.0262358517559197,0.000131179258779599
3644,0.0437024303358848,0.000218512151679424
3645,0.0327588456110193,0.000163794228055097
3646,0.0283754321551863,0.000141877160775932
3647,0.0349044647153044,0.000174522323576522
3648,0.028344335793516,0.00014172167896758
3649,0.0435827796587219,0.00021791389829361
3650,0.0348471267952656,0.000174235633976328
3651,0.0326512927021108,0.000163256463510554
3652,0.0369845412189348,0.000184922706094674
3653,0.0369643006713762,0.000184821503356881
3654,0.0325977147660471,0.000162988573830236
3655,0.0347518770740657,0.000173759385370329
3656,0.0217080462483845,0.000108540231241922
3657,0.0368835044099083,0.000184417522049542
3658,0.0368633467360615,0.000184316733680308
3659,0.0368432055826409,0.000184216027913205
3660,0.0346570173473871,0.000173285086736936
3661,0.0259785690105261,0.000129892845052631
3662,0.0432739777230378,0.000216369888615189
3663,0.0367628058126353,0.000183814029063177
3664,0.043226761166026,0.00021613380583013
3665,0.0367227045821175,0.000183613522910588
3666,0.0518155462132533,0.000259077731066267
3667,0.0409982770394753,0.000204991385197376
3668,0.0474458155487061,0.000237229077743531
3669,0.0344872458480394,0.000172436229240197
3670,0.0667826400629932,0.000333913200314966
3671,0.0258372662047415,0.000129186331023708
3672,0.0408867323297867,0.000204433661648934
3673,0.0602213360287382,0.000301106680143691
3674,0.032243875163311,0.000161219375816555
3675,0.0623042469626838,0.000311521234813419
3676,0.0515340934679909,0.000257670467339955
3677,0.0472139015225116,0.000236069507612558
3678,0.0471882383070473,0.000235941191535237
3679,0.0557376134661744,0.000278688067330872
3680,0.0492795643630778,0.000246397821815389
3681,0.0406870957957718,0.000203435478978859
3682,0.0406650042550926,0.000203325021275463
3683,0.0663121500924524,0.000331560750462262
3684,0.0555864606856666,0.000277932303428333
3685,0.0534195229992968,0.000267097614996484
3686,0.0576617936751575,0.000288308968375788
3687,0.0341514239771201,0.000170757119885601
3688,0.0533326737688394,0.000266663368844197
3689,0.049039469400476,0.00024519734700238
3690,0.0575368832462486,0.000287684416231243
3691,0.0447266703785974,0.000223633351892987
3692,0.0553458920279517,0.000276729460139759
3693,0.0595710023926076,0.000297855011963038
3694,0.0361485344605188,0.000180742672302594
3695,0.0510056134750207,0.000255028067375104
3696,0.0531021085752774,0.000265510542876387
3697,0.0424587144735335,0.000212293572367667
3698,0.0721407932165566,0.000360703966082783
3699,0.0466541081229843,0.000233270540614922
3700,0.0508678908067295,0.000254339454033648
3701,0.050840413215978,0.00025420206607989
3702,0.0571645776187109,0.000285822888093555
3703,0.0592497789154341,0.000296248894577171
3704,0.0676774851947394,0.000338387425973697
3705,0.0549582856263133,0.000274791428131567
3706,0.0570412784847575,0.000285206392423788
3707,0.0696795195950477,0.000348397597975239
3708,0.067531589284168,0.00033765794642084
3709,0.0717136383349184,0.000358568191674592
3710,0.0758911704528485,0.000379455852264243
3711,0.0505668575475732,0.000252834287737866
3712,0.0694919822837677,0.000347459911418839
3713,0.0757686171091687,0.000378843085545844
3714,0.0736242810696743,0.000368121405348371
3715,0.0567653097958619,0.00028382654897931
3716,0.0672412092311592,0.000336206046155796
3717,0.0714053586774002,0.000357026793387001
3718,0.0692679352002716,0.000346339676001358
3719,0.0734264993428298,0.000367132496714149
3720,0.0670967210446312,0.000335483605223156
3721,0.0838258397075124,0.000419129198537562
3722,0.10053697729809,0.00050268488649045
3723,0.066988660311588,0.00033494330155794
3724,0.0857831444065989,0.000428915722032995
3725,0.0564610202886224,0.000282305101443112
3726,0.0794210217484384,0.000397105108742192
3727,0.075200608059844,0.00037600304029922
3728,0.0647213527499884,0.000323606763749942
3729,0.085553316929383,0.000427766584646915
3730,0.10010629730134,0.0005005314865067
3731,0.0937993658957406,0.000468996829478703
3732,0.112498942175435,0.000562494710877175
3733,0.0957811094598259,0.00047890554729913
3734,0.0957298279137178,0.000478649139568589
3735,0.0831987717748436,0.000415993858874218
3736,0.0893908194957859,0.00044695409747893
3737,0.10596495080734,0.0005298247540367
3738,0.105908277482611,0.000529541387413055
3739,0.114153739777313,0.000570768698886564
3740,0.116167132552452,0.000580835662762262
3741,0.10781183454749,0.000539059172737451
3742,0.09532105409536,0.0004766052704768
3743,0.0952701415289851,0.000476350707644925
3744,0.101429222116049,0.000507146110580246
3745,0.097237317791607,0.000486186588958035
3746,0.0765076736564876,0.000382538368282438
3747,0.119866959127375,0.000599334795636876
3748,0.113606313546982,0.000568031567734908
3749,0.127997006521622,0.000639985032608108
3750,0.105231729131254,0.000526158645656271
3751,0.121673783002285,0.000608368915011427
3752,0.0989360955898556,0.000494680477949278
3753,0.129784453202712,0.00064892226601356
3754,0.117361494657596,0.000586807473287981
3755,0.13581990651032,0.000679099532551598
3756,0.133690831786046,0.000668454158930232
3757,0.123341253472809,0.000616706267364047
3758,0.0904021343124156,0.000452010671562078
3759,0.104728563130126,0.000523642815650632
3760,0.137511428831972,0.000687557144159861
3761,0.143592288268654,0.000717961441343269
3762,0.135315067257387,0.000676575336286936
3763,0.10860436956784,0.0005430218478392
3764,0.167940155180156,0.00083970077590078
3765,0.128958679350506,0.000644793396752532
3766,0.106385579124473,0.000531927895622366
3767,0.167672841008145,0.000838364205040726
3768,0.12262234983046,0.000613111749152299
3769,0.108258954351948,0.000541294771759742
3770,0.118409238349896,0.000592046191749482
3771,0.153034219922686,0.000765171099613432
3772,0.140716861165572,0.000703584305827858
3773,0.146757181890482,0.000733785909452412
3774,0.112046794474568,0.00056023397237284
3775,0.150674031055045,0.000753370155275225
3776,0.142454026500267,0.000712270132501337
3777,0.158650466831106,0.000793252334155532
3778,0.174829745854204,0.000874148729271019
3779,0.166609941365977,0.000833049706829886
3780,0.140122021731276,0.000700610108656378
3781,0.138018251922484,0.000690091259612422
3782,0.109544792252286,0.00054772396126143
3783,0.182478168273262,0.000912390841366312
3784,0.133746623455304,0.000668733117276522
3785,0.182285426624947,0.000911427133124734
3786,0.137654039778999,0.000688270198894994
3787,0.178046479295942,0.000890232396479708
3788,0.19615219959739,0.000980760997986949
3789,0.177858617025405,0.000889293085127027
3790,0.185845015431061,0.000929225077155306
3791,0.191803976511996,0.00095901988255998
3792,0.171523606281968,0.00085761803140984
3793,0.185551228072798,0.000927756140363989
3794,0.171342864875886,0.000856714324379428
3795,0.193414702627465,0.000967073513137323
3796,0.211435917001512,0.00105717958500756
3797,0.199248900083249,0.000996244500416246
3798,0.175005349540555,0.000875026747702776
3799,0.184965739419341,0.000924828697096707
3800,0.16678347258578,0.000833917362928902
3801,0.170712514573584,0.000853562572867919
3802,0.176644727923505,0.000883223639617527
3803,0.178558138198293,0.000892790690991465
3804,0.18447994648547,0.000922399732427348
3805,0.198412160219714,0.000992060801098569
3806,0.160248839167346,0.000801244195836729
3807,0.200205857390058,0.00100102928695029
3808,0.190095711226819,0.000950478556134094
3809,0.211995466042368,0.00105997733021184
3810,0.207886410542951,0.00103943205271476
3811,0.215768792123973,0.00107884396061987
3812,0.209665197409627,0.00104832598704814
3813,0.265436671254368,0.00132718335627184
3814,0.187503521171043,0.000937517605855215
3815,0.201360972743913,0.00100680486371956
3816,0.235130163715393,0.00117565081857696
3817,0.213099577373272,0.00106549788686636
3818,0.24085558008939,0.00120427790044695
3819,0.244708494101069,0.00122354247050535
3820,0.208788167479629,0.00104394083739815
3821,0.204704089116188,0.00102352044558094
3822,0.260215617597234,0.00130107808798617
3823,0.208460699485348,0.00104230349742674
3824,0.277802286233382,0.00138901143116691
3825,0.243941583648269,0.00121970791824134
3826,0.202187315548024,0.00101093657774012
3827,0.221893624059385,0.00110946812029692
3828,0.194055520389869,0.000970277601949346
3829,0.239474062207808,0.00119737031103904
3830,0.239349059437024,0.00119674529718512
3831,0.268880041439207,0.00134440020719604
3832,0.248979485661846,0.00124489742830923
3833,0.270574589921136,0.00135287294960568
3834,0.252667795918079,0.0012633389795904
3835,0.284103087811421,0.00142051543905711
3836,0.268179742110402,0.00134089871055201
3837,0.299574129473026,0.00149787064736513
3838,0.254111397660595,0.00127055698830298
3839,0.244134915393108,0.00122067457696554
3840,0.25581464102945,0.00127907320514725
3841,0.296983885613778,0.00148491942806889
3842,0.249651172948934,0.00124825586474467
3843,0.312392806777433,0.00156196403388716
3844,0.316157760496668,0.00158078880248334
3845,0.263000695755805,0.00131500347877902
3846,0.294250727513844,0.00147125363756922
3847,0.329389547667655,0.00164694773833827
3848,0.321379880325578,0.00160689940162789
3849,0.342757722552139,0.0017137886127607
3850,0.297554970645729,0.00148777485322865
3851,0.293487332511717,0.00146743666255858
3852,0.299201710238053,0.00149600855119026
3853,0.30881922244341,0.00154409611221705
3854,0.289123644353239,0.0014456182217662
3855,0.292878753447834,0.00146439376723917
3856,0.320048082202094,0.00160024041101047
3857,0.333535697814699,0.00166767848907349
3858,0.306069993355849,0.00153034996677924
3859,0.325396232766501,0.0016269811638325
3860,0.313542871661968,0.00156771435830984
3861,0.334791610754121,0.0016739580537706
3862,0.340454666458288,0.00170227333229144
3863,0.340278470489466,0.00170139235244733
3864,0.295403237213609,0.00147701618606804
3865,0.279710939228239,0.00139855469614119
3866,0.331984972144895,0.00165992486072447
